交易所,品种,最近到期月份,标的价格,C虚1合约,C虚1价格,C虚1IV,C虚2合约,C虚2价格,C虚2IV,P虚1合约,P虚1价格,P虚1IV,P虚2合约,P虚2价格,P虚2IV,到期天数,四张合约合计,最终结果,平均IV,状态
CZCE,PK：花生仁,2611,7788.0,CZCE.PK611C7800,,,CZCE.PK611C7900,,,CZCE.PK611P7700,,,CZCE.PK611P7600,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CZCE,PL：丙烯,2611,9396.0,CZCE.PL611C9400,,,CZCE.PL611C9500,,,CZCE.PL611P9300,,,CZCE.PL611P9200,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
DCE,PP：聚丙烯,2610,9742.0,DCE.pp2610-C-9800,47.5,69.79,DCE.pp2610-C-9900,19.0,68.69,DCE.pp2610-P-9700,39.0,55.5,DCE.pp2610-P-9600,16.0,61.19,0,,,63.79,到期天数异常
CZCE,PR：瓶片,2611,8592.0,CZCE.PR611C8600,,,CZCE.PR611C8700,226.0,29.02,CZCE.PR611P8500,,,CZCE.PR611P8400,,,28,,,29.02,C虚1价格无效、P虚1价格无效、P虚2价格无效
GFEX,PS：多晶硅,2611,36830.0,GFEX.ps2611-C-37000,,,GFEX.ps2611-C-37500,,,GFEX.ps2611-P-36500,,,GFEX.ps2611-P-36000,,,29,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
GFEX,PT：铂,2612,433.55,GFEX.pt2612-C-440,,,GFEX.pt2612-C-448,,,GFEX.pt2612-P-432,,,GFEX.pt2612-P-424,,,52,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CZCE,PX：对二甲苯,2611,9756.0,CZCE.PX611C9800,290.0,43.34,CZCE.PX611C9900,251.5,44.09,CZCE.PX611P9700,299.0,46.14,CZCE.PX611P9600,246.5,45.25,13,1087.0,41.81,44.7,OK
SHFE,RB：螺纹,2610,3068.0,SHFE.rb2610C3100,8.5,11.79,SHFE.rb2610C3150,4.0,15.68,SHFE.rb2610P3050,12.0,11.6,SHFE.rb2610P3000,3.5,13.72,8,28.0,1.75,13.2,OK
CZCE,RM：菜粕,2611,2317.0,CZCE.RM611C2325,46.0,19.35,CZCE.RM611C2350,39.0,20.87,CZCE.RM611P2300,41.5,20.04,CZCE.RM611P2275,30.5,19.74,28,157.0,2.8,20.0,OK
SHFE,RU：橡胶,2610,17925.0,SHFE.ru2610C18000,169.0,20.03,SHFE.ru2610C18250,102.0,22.34,SHFE.ru2610P17750,106.0,18.1,SHFE.ru2610P17500,42.0,18.18,8,419.0,26.19,19.66,OK
CZCE,SA：纯碱,2611,976.0,CZCE.SA611C980,23.0,23.03,CZCE.SA611C990,19.5,23.84,CZCE.SA611P970,22.0,23.83,CZCE.SA611P960,16.5,22.73,28,81.0,1.45,23.36,OK
INE,SC：原油,2611,860.0,INE.sc2611C870,67.0,74.65,INE.sc2611C880,63.45,75.4,INE.sc2611P850,67.25,76.57,INE.sc2611P840,62.5,76.91,29,260.2,4.49,75.88,OK
CZCE,SF：硅铁,2611,6058.0,CZCE.SF611C6100,,,CZCE.SF611C6200,,,CZCE.SF611P6000,,,CZCE.SF611P5900,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CZCE,SH：烧碱,2611,1877.0,CZCE.SH611C1880,40.5,20.12,CZCE.SH611C1900,34.0,21.31,CZCE.SH611P1860,32.0,19.95,CZCE.SH611P1840,22.5,19.15,28,129.0,2.3,20.13,OK
GFEX,SI：工业硅,2611,8490.0,GFEX.si2611-C-8500,,,GFEX.si2611-C-8600,,,GFEX.si2611-P-8400,,,GFEX.si2611-P-8300,,,29,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CZCE,SM：锰硅,2611,5792.0,CZCE.SM611C5800,,,CZCE.SM611C5900,,,CZCE.SM611P5700,,,CZCE.SM611P5600,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
SHFE,SN：沪锡,2610,394430.0,SHFE.sn2610C395000,5450.0,25.61,SHFE.sn2610C400000,3300.0,25.15,SHFE.sn2610P390000,3710.0,25.77,SHFE.sn2610P385000,2750.0,29.27,8,15210.0,950.62,26.45,OK
SHFE,SP：纸浆,2610,4796.0,SHFE.sp2610C4800,54.0,20.54,SHFE.sp2610C4850,40.0,23.2,SHFE.sp2610P4750,41.0,22.98,SHFE.sp2610P4700,21.0,21.28,8,156.0,9.75,22.0,OK
CZCE,SR：白糖,2611,5192.0,CZCE.SR611C5200,50.0,9.14,CZCE.SR611C5300,23.5,10.84,CZCE.SR611P5100,18.0,9.41,CZCE.SR611P5000,7.0,10.9,28,98.5,1.76,10.07,OK
CZCE,TA：PTA,2611,6914.0,CZCE.TA611C7000,319.0,47.2,CZCE.TA611C7100,290.5,48.96,CZCE.TA611P6900,349.0,47.71,CZCE.TA611P6800,290.5,46.49,28,1249.0,22.3,47.59,OK
CZCE,UR：尿素,2611,1781.0,CZCE.UR611C1800,,,CZCE.UR611C1820,,,CZCE.UR611P1780,,,CZCE.UR611P1760,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
DCE,V：PVC,2610,4731.0,DCE.v2610-C-4750,14.5,44.95,DCE.v2610-C-4800,7.0,58.04,DCE.v2610-P-4700,11.5,47.46,DCE.v2610-P-4650,4.0,54.69,0,,,51.29,到期天数异常
DCE,Y：豆油,2611,8880.0,DCE.y2611-C-8900,135.5,12.38,DCE.y2611-C-9000,102.0,13.21,DCE.y2611-P-8800,105.5,12.99,DCE.y2611-P-8700,65.5,12.56,38,408.5,5.38,12.79,OK
CZCE,ZC：郑煤,2611,801.4,CZCE.ZC611C810,,,CZCE.ZC611C820,,,CZCE.ZC611P800,,,CZCE.ZC611P790,,,28,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
SHFE,ZN：沪锌,2610,26135.0,SHFE.zn2610C26500,132.0,18.57,SHFE.zn2610C27000,53.0,20.77,SHFE.zn2610P26000,182.0,16.78,SHFE.zn2610P25500,61.0,18.45,8,428.0,26.75,18.64,OK
CFFEX,IO：沪深300股指期权,2609,4450.04,CFFEX.IO2609-C-4500,,,CFFEX.IO2609-C-4550,,,CFFEX.IO2609-P-4450,,,CFFEX.IO2609-P-4400,,,3,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CFFEX,MO：中证1000股指期权,2609,7437.7,CFFEX.MO2609-C-7500,,,CFFEX.MO2609-C-7600,,,CFFEX.MO2609-P-7400,,,CFFEX.MO2609-P-7300,,,3,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
CFFEX,HO：上证50股指期权,2609,2846.31,CFFEX.HO2609-C-2850,,,CFFEX.HO2609-C-2900,,,CFFEX.HO2609-P-2800,,,CFFEX.HO2609-P-2750,,,3,,,,C虚1价格无效、C虚2价格无效、P虚1价格无效、P虚2价格无效
SHFE,HC,2612,3319.0,SHFE.hc2612C3350,54.5,11.35,SHFE.hc2612C3400,,,SHFE.hc2612P3300,,,SHFE.hc2612P3250,,,70,,,11.35,C虚2价格无效、P虚1价格无效、P虚2价格无效
DCE,J,2611,2042.0,DCE.j2611-C-2050,,,DCE.j2611-C-2075,62.2,29.19,DCE.j2611-P-2025,61.8,27.44,DCE.j2611-P-2000,52.7,28.26,38,,,28.3,C虚1价格无效
INE,LU,2701,5233.0,INE.lu2701C5300,432.5,43.25,INE.lu2701C5400,389.5,43.17,INE.lu2701P5200,,,INE.lu2701P5100,,,94,,,43.21,P虚1价格无效、P虚2价格无效
SHFE,SS,2612,13370.0,SHFE.ss2612C13400,,,SHFE.ss2612C13600,254.0,14.74,SHFE.ss2612P13200,233.0,13.99,SHFE.ss2612P13000,162.0,14.11,70,,,14.28,C虚1价格无效
